,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
702328,Direct,20161113,2039413873699191010,2039413873699191010_1479097242,Not Socially Engaged,1479097242,9,1479097242,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,verizon.net,not available in demo dataset,New York,Northern America,,268,,196,651100000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
712398,Referral,20170731,3296760629290615445,3296760629290615445_1501512700,Not Socially Engaged,1501512700,2,1501512700,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,not available in demo dataset,not available in demo dataset,Northern America,,15,,13,611550000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
712444,Organic Search,20170731,7445235885559107095,7445235885559107095_1501533749,Not Socially Engaged,1501533749,104,1501533749,Internet Explorer,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Salem,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Roanoke-Lynchburg VA,comcastbusiness.net,not available in demo dataset,Virginia,Northern America,,19,,14,2490000000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
712507,Referral,20170731,4218367025544931420,4218367025544931420_1501526066,Not Socially Engaged,1501526066,2,1501526066,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,28,,23,615500000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
712530,Direct,20170731,4030851960983791121,4030851960983791121_1501550902,Not Socially Engaged,1501550902,1,1501550905,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,34,1,24,995680000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
712534,Direct,20170731,4950411203281265700,4950411203281265700_1501544540,Not Socially Engaged,1501544540,10,1501544540,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Seattle,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Seattle-Tacoma WA,(not set),not available in demo dataset,Washington,Northern America,,35,,28,647600000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
712552,Referral,20170731,2144335436738770147,2144335436738770147_1501526833,Not Socially Engaged,1501526833,3,1501526833,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,44,,32,569500000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
712564,Direct,20170731,9227772112500941696,9227772112500941696_1501561533,Not Socially Engaged,1501561533,5,1501561533,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Houston,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Houston TX,(not set),not available in demo dataset,Texas,Northern America,,54,,40,629820000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
712572,Organic Search,20170731,2981325201816358942,2981325201816358942_1501529039,Not Socially Engaged,1501529039,7,1501529039,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,jsslaw.com,not available in demo dataset,not available in demo dataset,Northern America,,68,,41,806960000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
712583,Direct,20170731,7463172420271311409,7463172420271311409_1501534049,Not Socially Engaged,1501534049,18,1501534049,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,88,,61,995680000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
715244,Referral,20170427,850330815735906734,850330815735906734_1493323461,Not Socially Engaged,1493323461,3,1493323461,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Atlanta,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Atlanta GA,(not set),not available in demo dataset,Georgia,Northern America,,26,,20,750930000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
715264,Referral,20170427,4471415710206918415,4471415710206918415_1493299916,Not Socially Engaged,1493299916,43,1493299916,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,32,,22,8248800000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
715269,Direct,20170427,3769632740374536577,3769632740374536577_1493319234,Not Socially Engaged,1493319234,2,1493319234,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Cambridge,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Boston MA-Manchester NH,(not set),not available in demo dataset,Massachusetts,Northern America,,34,,22,4272000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
719567,Referral,20170120,372706149688864468,372706149688864468_1484942330,Not Socially Engaged,1484942330,6,1484942330,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,32,,28,612300000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
719598,Organic Search,20170120,4677742971872821654,4677742971872821654_1484927958,Not Socially Engaged,1484927958,1,1484927958,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,Northern America,,146,1,110,796700000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
721865,Organic Search,20170301,513403330506317388,513403330506317388_1488427898,Not Socially Engaged,1488427898,6,1488427898,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,21,,17,843700000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
721957,Direct,20170301,1814166460229302850,1814166460229302850_1488416159,Not Socially Engaged,1488416159,9,1488416159,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,embarqhsd.net,not available in demo dataset,not available in demo dataset,Northern America,,108,,78,1185270000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
724581,Direct,20170712,4154041461958944095,4154041461958944095_1499911426,Not Socially Engaged,1499911426,1,1499911426,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,optonline.net,not available in demo dataset,New York,Northern America,,25,1,18,854000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
729750,Organic Search,20161228,3449924104971285851,3449924104971285851_1482942545,Not Socially Engaged,1482942545,3,1482942545,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,Northern America,,78,,56,759800000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
729753,Direct,20161228,9089132392240687728,9089132392240687728_1482943062,Not Socially Engaged,1482943062,11,1482943062,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,96,,68,1019060000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
732067,Direct,20170530,6432310188343340425,6432310188343340425_1496184683,Not Socially Engaged,1496184683,2,1496184683,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,13,,11,593550000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
732216,Referral,20170530,5513556639437908117,5513556639437908117_1496168650,Not Socially Engaged,1496168650,4,1496168650,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Bruno,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,sonic.net,not available in demo dataset,California,Northern America,,47,,34,1086860000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
732221,Direct,20170530,7463172420271311409,7463172420271311409_1496206181,Not Socially Engaged,1496206181,15,1496206181,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,53,,34,561250000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
732222,Direct,20170530,3742332932978201442,3742332932978201442_1496169194,Not Socially Engaged,1496169194,2,1496169194,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,53,,35,554600000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
732225,Organic Search,20170530,566055411938639598,566055411938639598_1496177254,Not Socially Engaged,1496177254,4,1496177254,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,pcconnection.com,not available in demo dataset,not available in demo dataset,Northern America,,60,,44,565060000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
737745,Referral,20160921,6555565208785963579,6555565208785963579_1474471582,Not Socially Engaged,1474471582,1,1474471582,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,20,1,18,1119800000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
740592,Referral,20160926,1044832976156649069,1044832976156649069_1474931750,Not Socially Engaged,1474931750,4,1474931750,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Toronto,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,(not set),(not set),not available in demo dataset,Ontario,Northern America,,35,,31,2399700000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
740675,Referral,20160926,817007348095653854,817007348095653854_1474913645,Not Socially Engaged,1474913645,2,1474913645,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,108,,77,588620000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
751968,Direct,20170119,9096520761663761535,9096520761663761535_1484846550,Not Socially Engaged,1484846550,7,1484846550,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,82,,66,1034550000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
753074,Direct,20170730,1727715375435944327,1727715375435944327_1501451230,Not Socially Engaged,1501451230,4,1501451230,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,92,,63,911360000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
755013,Referral,20170612,1762309596636885789,1762309596636885789_1497296749,Not Socially Engaged,1497296749,3,1497296749,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,12,,12,652520000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
755130,Referral,20170612,6998123451602955017,6998123451602955017_1497296782,Not Socially Engaged,1497296782,6,1497296782,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,23,,19,1055780000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
755145,Organic Search,20170612,0710632165228073636,0710632165228073636_1497298664,Not Socially Engaged,1497298664,11,1497298664,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Toronto,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,(not set),rogers.com,not available in demo dataset,Ontario,Northern America,,27,,21,1796000000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
755153,Paid Search,20170612,1894617860778311526,1894617860778311526_1497318414,Not Socially Engaged,1497318414,4,1497318414,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,30,,25,649230000.0,1,Google Merchandise Collection,Google Search,not available in demo dataset,Cj0KCQjw9_jJBRCXARIsAG2GTTtXsxM6lmgYu-ovVPIVrhO5C-9y8h6r86ixesFKpvOtuY1WITEzHZ0aAnuSEALw_wcB,False,1,Top,AW - Accessories,,,google merchandise store,cpc,,google
755154,Referral,20170612,2536718676534980101,2536718676534980101_1497285907,Not Socially Engaged,1497285907,4,1497285907,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Milpitas,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,30,,20,1053490000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
755169,Referral,20170612,1977171862732443916,1977171862732443916_1497270488,Not Socially Engaged,1497270488,4,1497270488,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,verizon.net,not available in demo dataset,New York,Northern America,,37,,24,1437750000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
755175,Organic Search,20170612,3894103929344760120,3894103929344760120_1497288591,Not Socially Engaged,1497288591,1,1497288591,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,level3.net,not available in demo dataset,not available in demo dataset,Northern America,,41,1,31,754740000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
755194,Organic Search,20170612,980432803323288584,980432803323288584_1497303437,Not Socially Engaged,1497303437,2,1497303437,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,lahey.org,not available in demo dataset,not available in demo dataset,Northern America,,79,,59,1032690000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
759977,Referral,20160806,8436426603099391262,8436426603099391262_1470504721,Not Socially Engaged,1470504721,12,1470504721,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,117,,76,981150000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/mail/u/0/,mail.google.com
760379,Referral,20170526,2091708218998967059,2091708218998967059_1495849469,Not Socially Engaged,1495849469,1,1495849469,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,14,1,13,877800000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
760490,Direct,20170526,4984366501121503466,4984366501121503466_1495836446,Not Socially Engaged,1495836446,23,1495836446,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,51,,33,634900000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
762251,Referral,20160823,442570016186963075,442570016186963075_1471985768,Not Socially Engaged,1471985768,7,1471985768,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,26,,23,1586340000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
762288,Referral,20160823,2948749367479986443,2948749367479986443_1471990458,Not Socially Engaged,1471990458,1,1471990458,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,32,1,23,689420000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
